,CustomerID,Days_Since_Last_Purchase,Total_Transactions,Total_Products_Purchased,Total_Spend,Average_Transaction_Value,Unique_Products_Purchased,Average_Days_Between_Purchases,Day_Of_Week,Hour,Is_UK,Cancellation_Frequency,Cancellation_Rate,Monthly_Spending_Mean,Monthly_Spending_Std,Spending_Trend
73,12454.0,53,2,0,5.684341886080802e-14,2.842170943040401e-14,15,0.10344827586206896,0,15,0,1,0.5,5.684341886080802e-14,0.0,0.0
74,12455.0,73,6,2089,2466.86,411.1433333333334,85,2.50561797752809,2,9,0,0,0.0,493.372,679.6582030108958,-300.264
75,12456.0,44,4,1616,3153.89,788.4725,105,1.640625,2,15,0,1,0.25,788.4725000000001,575.1905136199077,-142.59700000000004
76,12457.0,58,12,694,1917.78,159.815,53,2.742424242424242,2,15,0,5,0.4166666666666667,479.445,577.2271338909841,-146.102
77,12458.0,71,2,506,947.4,473.7,35,5.756756756756757,0,10,0,0,0.0,473.70000000000005,44.94370701221694,63.56
78,12461.0,94,2,287,826.88,413.44,35,1.7647058823529411,4,10,0,0,0.0,413.44,301.8497427529134,-426.88
79,12462.0,2,4,514,1124.01,281.0025,51,4.23943661971831,2,14,0,2,0.5,374.67,395.6969093889918,-393.0450000000001
80,12463.0,46,7,757,1303.63,186.23285714285717,66,2.2413793103448274,1,13,0,3,0.42857142857142855,325.9075,23.47235448351953,-0.01299999999999386
81,12464.0,10,8,112,1212.05,151.50625,6,10.678571428571429,3,13,0,0,0.0,242.41,154.71296164187405,14.440000000000007
82,12465.0,7,3,475,733.89,244.63,46,3.24,3,13,0,1,0.3333333333333333,244.63,229.90979252741715,-224.62
83,12468.0,143,3,364,724.0400000000001,241.3466666666667,36,4.435897435897436,6,11,0,1,0.3333333333333333,241.3466666666667,257.8523415316086,-113.045
84,12475.0,53,1,535,723.38,723.38,36,0.0,0,10,0,0,0.0,723.38,0.0,0.0
85,12478.0,3,1,236,680.99,680.99,36,0.0,1,9,0,0,0.0,680.99,0.0,0.0
86,12479.0,3,3,351,477.3,159.1,31,0.23529411764705882,0,13,0,2,0.6666666666666666,238.65000000000003,408.0713234227566,-577.1
87,12480.0,28,4,1707,3281.63,820.4075,129,2.0130718954248366,4,14,0,0,0.0,820.4075,239.10279761014914,74.79499999999996
88,12481.0,22,11,3280,5574.36,506.76,150,1.587962962962963,0,10,0,1,0.09090909090909091,696.795,427.7935040580744,7.868095238095228
89,12483.0,17,13,1097,2327.13,179.01000000000002,46,4.025,1,11,0,5,0.38461538461538464,332.44714285714286,127.63897389568304,-5.011428571428573
90,12484.0,32,8,2181,4480.87,560.10875,256,0.8786127167630058,4,13,0,2,0.25,746.8116666666666,618.2458730445895,-29.32428571428571
91,12488.0,9,3,529,1298.66,432.8866666666667,46,1.2222222222222223,2,10,0,0,0.0,432.8866666666667,189.83366570061628,-11.089999999999975
92,12489.0,336,1,105,334.93,334.93,15,0.0,4,13,0,0,0.0,334.93,0.0,0.0
93,12490.0,5,10,3064,5417.93,541.793,131,1.3278688524590163,2,13,0,0,0.0,677.24125,383.09650572435953,50.1270238095238
94,12491.0,38,1,260,460.40000000000003,460.40000000000003,25,0.0,1,12,0,0,0.0,460.40000000000003,0.0,0.0
95,12492.0,63,2,192,263.21000000000004,131.60500000000002,19,2.210526315789474,4,15,0,0,0.0,131.60500000000002,7.375123727775666,10.429999999999978
96,12493.0,165,3,204,380.79,126.93,19,1.5238095238095237,3,14,0,1,0.3333333333333333,190.395,15.337146083936213,21.689999999999998
97,12494.0,9,13,690,1139.3500000000001,87.6423076923077,63,4.289156626506024,3,13,0,6,0.46153846153846156,162.76428571428573,138.02721601881552,18.244642857142857
98,12497.0,81,1,1236,1043.1,1043.1,14,0.0,0,12,0,0,0.0,1043.1,0.0,0.0
99,12498.0,21,3,159,403.70000000000005,134.5666666666667,21,1.6363636363636365,3,9,0,0,0.0,201.85,64.20529573173852,-90.80000000000001
100,12500.0,23,12,2670,4203.27,350.27250000000004,33,4.920634920634921,4,9,0,2,0.16666666666666666,600.4671428571429,558.541752862287,127.07821428571428
101,12502.0,95,5,820,3723.87,744.774,102,1.4657534246575343,3,11,0,0,0.0,744.774,218.02465830726575,103.62700000000001
102,12504.0,18,4,51,114.0,28.5,6,0.8571428571428571,0,14,0,2,0.5,114.0,0.0,0.0
103,12506.0,232,1,23,73.5,73.5,23,0.0,3,8,0,0,0.0,73.5,0.0,0.0
104,12507.0,134,4,883,1258.06,314.515,19,7.809523809523809,0,9,0,1,0.25,629.03,258.61723415116785,365.73999999999995
105,12508.0,26,2,271,397.88,198.94,57,0.04477611940298507,3,16,0,0,0.0,397.88,0.0,0.0
106,12509.0,284,1,55,176.5,176.5,7,0.0,0,14,0,0,0.0,176.5,0.0,0.0
107,12510.0,142,2,353,982.5699999999999,491.28499999999997,29,5.71875,1,14,0,0,0.0,491.28499999999997,268.3682366637304,-379.53
108,12512.0,66,2,96,132.18,66.09,31,0.0,1,14,0,0,0.0,132.18,0.0,0.0
109,12513.0,84,2,456,586.79,293.395,35,0.8,4,10,0,1,0.5,293.395,450.9856339729681,-637.79
110,12514.0,267,1,440,1017.68,1017.68,51,0.0,3,16,0,0,0.0,1017.68,0.0,0.0
111,12515.0,353,1,131,383.7,383.7,16,0.0,1,15,0,0,0.0,383.7,0.0,0.0
112,12516.0,77,2,875,1312.06,656.03,20,4.12,4,9,0,0,0.0,656.03,102.99717374763253,145.65999999999997
113,12517.0,28,6,1338,2443.65,407.27500000000003,232,0.5785714285714286,3,15,0,1,0.16666666666666666,610.9125,176.89230421832,-108.86500000000001
114,12518.0,0,5,1318,2056.89,411.378,84,0.8943089430894309,4,10,0,0,0.0,411.378,89.76072259067438,-0.9319999999999937
115,12519.0,63,1,175,330.84,330.84,17,0.0,4,9,0,0,0.0,330.84,0.0,0.0
116,12520.0,79,6,1430,2582.51,430.41833333333335,121,1.2597402597402598,4,11,0,1,0.16666666666666666,645.6275,370.9169814010497,-189.67100000000002
117,12521.0,142,1,309,599.68,599.68,38,0.0,2,10,0,0,0.0,599.68,0.0,0.0
118,12522.0,39,2,194,192.72,96.36,11,1.0909090909090908,0,14,0,0,0.0,192.72,0.0,0.0
119,12523.0,1,13,861,1745.57,134.27461538461537,84,3.0275229357798166,2,9,0,2,0.15384615384615385,174.557,115.14843483762841,5.905393939393941
120,12524.0,9,8,3699,4485.72,560.715,113,2.265734265734266,3,13,0,0,0.0,640.8171428571429,459.9379006892955,28.038928571428574
121,12526.0,0,3,632,1316.66,438.8866666666667,64,1.3428571428571427,0,9,0,0,0.0,438.8866666666666,140.12961190745278,-121.60999999999999
122,12527.0,81,3,234,348.71000000000004,116.23666666666668,18,14.352941176470589,1,12,0,0,0.0,116.23666666666668,46.49508827105648,-34.365
123,12528.0,9,8,750,1922.28,240.285,50,3.223404255319149,2,9,0,2,0.25,320.38,96.85199388758089,-18.703428571428567
124,12530.0,59,5,900,1623.63,324.726,51,4.134328358208955,1,10,0,1,0.2,405.9075,28.65730084405486,12.008999999999986
125,12531.0,14,1,45,125.22,125.22,17,0.0,4,11,0,0,0.0,125.22,0.0,0.0
126,12532.0,30,1,153,349.83000000000004,349.83000000000004,16,0.0,2,13,0,0,0.0,349.83000000000004,0.0,0.0
127,12534.0,130,1,651,1089.18,1089.18,63,0.0,0,10,0,0,0.0,1089.18,0.0,0.0
128,12535.0,91,2,219,716.35,358.175,28,2.878787878787879,0,12,0,0,0.0,358.17499999999995,18.773685040502826,-26.55000000000001
129,12538.0,29,1,191,363.95,363.95,21,0.0,3,17,0,0,0.0,363.95,0.0,0.0
130,12541.0,29,3,680,981.18,327.06,46,4.921568627450981,3,10,0,0,0.0,327.06,111.37598125269197,66.32
131,12544.0,29,2,132,355.7,177.85,19,0.3684210526315789,3,16,0,1,0.5,355.7,0.0,0.0
132,12545.0,75,2,523,1000.39,500.195,42,3.7551020408163267,4,12,0,0,0.0,500.195,180.95569637344934,-255.90999999999997
133,12546.0,46,3,617,1141.5,380.5,59,0.4492753623188406,4,9,0,1,0.3333333333333333,570.75,267.9227593915829,-378.90000000000003
134,12547.0,197,2,134,207.79999999999998,103.89999999999999,7,11.857142857142858,4,12,0,0,0.0,103.9,78.48885271170678,-111.0
135,12548.0,166,1,49,95.19999999999999,95.19999999999999,5,0.0,6,15,0,0,0.0,95.19999999999999,0.0,0.0
136,12550.0,79,1,569,964.83,964.83,57,0.0,2,14,0,0,0.0,964.83,0.0,0.0
137,12551.0,357,1,100,168.0,168.0,10,0.0,4,11,0,0,0.0,168.0,0.0,0.0
138,12552.0,38,2,88,437.82,218.91,20,0.05263157894736842,0,12,0,0,0.0,218.91,139.87986345432282,-197.82
139,12553.0,8,14,1924,3652.25,260.875,95,1.646153846153846,4,10,0,4,0.2857142857142857,405.80555555555554,215.66422797436243,-6.467333333333333
140,12556.0,50,2,355,599.56,299.78,100,0.8559322033898306,0,13,0,0,0.0,299.78,12.68549565448664,-17.939999999999998
141,12558.0,1,2,0,1.0658141036401503e-14,5.329070518200751e-15,11,0.2857142857142857,3,10,0,1,0.5,1.0658141036401503e-14,0.0,0.0
142,12559.0,310,3,281,536.21,178.73666666666668,21,0.42857142857142855,0,10,0,1,0.3333333333333333,268.105,308.3056276651466,-436.01
143,12560.0,5,4,1078,2101.39,525.3475,92,1.2545454545454546,1,15,0,1,0.25,700.4633333333333,590.4698495548552,-297.30499999999995
144,12561.0,302,1,177,238.85,238.85,16,0.0,3,11,0,0,0.0,238.85,0.0,0.0
145,12562.0,8,7,1779,3781.7400000000002,540.2485714285715,99,1.1377245508982037,3,8,0,0,0.0,540.2485714285714,104.15321925390677,25.396071428571425
146,12564.0,261,1,133,456.9,456.9,21,0.0,2,14,0,0,0.0,456.9,0.0,0.0
147,12565.0,281,2,75,131.17,65.585,9,0.7777777777777778,3,10,0,1,0.5,65.585,113.61084653324258,-160.67
148,12566.0,72,2,264,346.7,173.35,19,0.7368421052631579,2,14,0,1,0.5,346.7,0.0,0.0
149,12571.0,39,2,523,519.61,259.805,31,2.484848484848485,0,10,0,0,0.0,259.805,16.199816356983792,22.909999999999997
150,12572.0,8,3,450,1004.72,334.9066666666667,53,0.7049180327868853,2,8,0,1,0.3333333333333333,502.36,20.760655095637027,-29.359999999999957
151,12573.0,227,1,84,160.54000000000002,160.54000000000002,26,0.0,1,15,0,0,0.0,160.54000000000002,0.0,0.0
152,12574.0,315,1,61,218.45,218.45,11,0.0,4,9,0,0,0.0,218.45,0.0,0.0
153,12576.0,35,6,964,1306.98,217.83,72,3.0568181818181817,4,10,0,1,0.16666666666666666,261.396,81.32888373757504,34.575999999999986
154,12577.0,35,4,462,560.25,140.0625,136,2.2344827586206897,4,13,0,1,0.25,280.125,119.12627942649767,168.47000000000003
155,12578.0,21,4,1171,2753.36,688.34,112,2.6638655462184873,3,15,0,2,0.5,1376.6799999999998,269.87437410765773,-381.6600000000001
156,12579.0,73,3,278,410.72,136.90666666666667,29,0.16666666666666666,3,17,0,2,0.6666666666666666,410.72,0.0,0.0
157,12580.0,246,1,238,415.7,415.7,24,0.0,3,10,0,0,0.0,415.7,0.0,0.0
158,12581.0,39,1,161,197.71,197.71,15,0.0,0,8,0,0,0.0,197.71,0.0,0.0
159,12582.0,238,2,300,511.36,255.68,21,2.380952380952381,3,11,0,0,0.0,255.68,71.44606917108875,101.03999999999999
160,12585.0,234,4,1258,1982.81,495.7025,77,1.21875,3,12,0,2,0.5,660.9366666666666,666.9313203271632,-243.42499999999995
161,12586.0,17,2,77,179.94000000000003,89.97000000000001,12,31.90909090909091,1,16,0,1,0.5,89.97000000000001,151.27842476704998,213.94000000000003
162,12587.0,7,1,51,144.0,144.0,4,0.0,4,12,0,0,0.0,144.0,0.0,0.0
163,12588.0,39,1,53,214.89999999999998,214.89999999999998,10,0.0,0,15,0,0,0.0,214.89999999999998,0.0,0.0
164,12589.0,28,2,306,646.68,323.34,29,3.411764705882353,4,10,0,0,0.0,323.34000000000003,271.3027298056546,383.68000000000006
165,12591.0,317,1,228,452.84999999999997,452.84999999999997,26,0.0,2,14,0,0,0.0,452.84999999999997,0.0,0.0
166,12592.0,92,2,290,437.6,218.8,11,7.117647058823529,1,13,0,0,0.0,218.8,18.384776310850235,-26.0
167,12593.0,108,3,206,418.09999999999997,139.36666666666665,14,5.5,3,9,0,0,0.0,209.05,38.113055505954925,-53.900000000000006
168,12594.0,37,11,1776,3320.2200000000003,301.83818181818185,50,2.4152542372881354,0,12,0,1,0.09090909090909091,368.91333333333336,253.4620526331309,16.59500000000001
169,12596.0,51,2,474,618.27,309.135,25,7.346153846153846,0,13,0,0,0.0,309.135,55.41595844158973,78.37
170,12598.0,9,9,1940,3002.68,333.63111111111107,84,2.0833333333333335,4,12,0,1,0.1111111111111111,500.4466666666667,378.5021605574619,76.01828571428571
171,12599.0,29,7,956,1032.58,147.51142857142855,32,4.508196721311475,1,13,0,0,0.0,172.0966666666667,77.95010652120153,-18.67371428571429
172,12600.0,28,11,773,2581.04,234.64,32,5.359375,4,10,0,1,0.09090909090909091,286.78222222222223,93.02204130981242,5.748833333333334
173,12601.0,189,6,244,569.5600000000001,94.92666666666668,21,5.107142857142857,3,10,0,1,0.16666666666666666,113.91199999999999,29.142146798065518,-13.232
174,12602.0,58,1,162,153.12,153.12,12,0.0,2,11,0,0,0.0,153.12,0.0,0.0
175,12603.0,21,1,63,739.1999999999999,739.1999999999999,2,0.0,4,10,0,0,0.0,739.1999999999999,0.0,0.0
176,12604.0,79,2,201,254.18,127.09,15,12.133333333333333,2,12,0,0,0.0,127.09,72.70471924160081,-102.82
177,12605.0,365,1,-4,-7.5,-7.5,3,0.0,3,15,0,1,1.0,-7.5,0.0,0.0
178,12607.0,58,2,0,3.552713678800501e-15,1.7763568394002505e-15,101,0.009950248756218905,0,16,0,1,0.5,3.552713678800501e-15,0.0,0.0
179,12609.0,78,3,648,1126.85,375.6166666666666,57,4.067796610169491,0,15,0,0,0.0,375.6166666666666,120.32900412341708,19.095
180,12610.0,22,7,1028,2057.99,293.9985714285714,85,0.9454545454545454,4,13,0,2,0.2857142857142857,685.9966666666666,519.2529046941705,-513.25
181,12611.0,52,1,846,1193.32,1193.32,65,0.0,1,13,0,0,0.0,1193.32,0.0,0.0
182,12612.0,57,2,251,643.59,321.795,19,0.85,0,15,0,1,0.5,321.795,540.5760631493038,-764.49
183,12613.0,31,6,1596,3218.98,536.4966666666667,124,1.4259259259259258,3,14,0,1,0.16666666666666666,804.745,827.1418368292909,-160.01799999999997
184,12614.0,277,1,76,315.6,315.6,20,0.0,0,10,0,0,0.0,315.6,0.0,0.0
185,12615.0,2,4,1376,2291.19,572.7975,82,1.5961538461538463,3,10,0,0,0.0,572.7975,105.54242602700899,-55.53699999999999
186,12616.0,85,5,273,657.25,131.45,25,6.057142857142857,0,15,0,3,0.6,219.08333333333334,218.47348427974808,95.24999999999999
187,12617.0,29,1,210,352.98,352.98,39,0.0,3,14,0,0,0.0,352.98,0.0,0.0
188,12618.0,21,1,96,177.31,177.31,11,0.0,4,11,0,0,0.0,177.31,0.0,0.0
189,12619.0,16,11,3354,3214.81,292.25545454545454,49,2.5760869565217392,3,14,0,3,0.2727272727272727,535.8016666666666,238.37133623123958,103.71399999999998
190,12620.0,14,3,1181,1339.41,446.47,89,2.087912087912088,4,10,0,0,0.0,446.46999999999997,100.38589691784395,-80.785
191,12622.0,232,1,69,180.1,180.1,11,0.0,3,16,0,0,0.0,180.1,0.0,0.0
192,12623.0,276,1,191,305.1,305.1,18,0.0,1,13,0,0,0.0,305.1,0.0,0.0
193,12624.0,106,2,355,641.13,320.565,36,1.9189189189189189,2,12,0,0,0.0,320.565,29.168154723945086,41.25
194,12627.0,10,7,2752,4478.53,639.79,162,0.5676855895196506,3,15,0,0,0.0,895.7059999999999,261.2992236498226,-35.890999999999984
195,12628.0,4,4,445,769.61,192.4025,34,1.4285714285714286,3,9,0,1,0.25,256.5366666666667,66.82943388457915,-59.194999999999986
196,12630.0,9,2,548,1270.88,635.44,60,0.5396825396825397,3,10,0,0,0.0,635.44,93.83306986345485,-132.69999999999993
197,12631.0,57,1,236,640.5,640.5,31,0.0,3,13,0,0,0.0,640.5,0.0,0.0
198,12633.0,58,5,1149,2140.63,428.12600000000003,73,2.2450980392156863,4,10,0,1,0.2,428.12600000000003,423.663988710393,-209.27100000000002
199,12635.0,89,2,1172,1689.18,844.59,96,0.65,6,11,0,0,0.0,844.5899999999999,227.61767286394968,321.9
200,12638.0,33,1,577,671.69,671.69,39,0.0,6,13,0,0,0.0,671.69,0.0,0.0
201,12639.0,238,1,201,486.1,486.1,22,0.0,4,12,0,0,0.0,486.1,0.0,0.0
202,12640.0,23,3,311,1174.58,391.52666666666664,47,1.1153846153846154,0,12,0,0,0.0,587.29,250.74006460874972,-354.6
203,12641.0,115,1,72,185.9,185.9,10,0.0,1,13,0,0,0.0,185.9,0.0,0.0
204,12642.0,25,3,552,1013.26,337.75333333333333,39,1.7826086956521738,2,9,0,0,0.0,337.75333333333333,40.08007027605281,-5.799999999999983
205,12643.0,128,6,1808,3344.64,557.4399999999999,11,8.869565217391305,1,12,0,0,0.0,836.16,279.0917139579748,118.28400000000002
206,12644.0,129,1,325,477.91,477.91,31,0.0,1,10,0,0,0.0,477.91,0.0,0.0
207,12645.0,33,5,1072,1755.38,351.076,58,3.8767123287671232,0,12,0,1,0.2,351.076,213.74927199876026,-25.935999999999996
208,12646.0,4,2,897,1346.97,673.485,43,1.0227272727272727,4,12,0,0,0.0,673.4849999999999,82.31430039792593,-116.40999999999997
209,12647.0,22,13,1419,3669.92,282.3015384615385,78,2.753968253968254,6,12,0,1,0.07692307692307693,458.74,288.39485417442125,-67.03666666666668
210,12648.0,154,1,160,318.05,318.05,21,0.0,4,11,0,0,0.0,318.05,0.0,0.0
211,12649.0,107,4,574,603.71,150.9275,30,8.0625,2,14,0,1,0.25,201.23666666666668,201.60068460531906,134.15500000000003
212,12650.0,3,1,254,314.44,314.44,20,0.0,1,16,0,0,0.0,314.44,0.0,0.0
213,12651.0,334,1,78,114.0,114.0,9,0.0,6,12,0,0,0.0,114.0,0.0,0.0
214,12652.0,322,2,502,914.53,457.265,48,0.18,2,15,0,1,0.5,914.53,0.0,0.0
215,12654.0,10,5,264,601.98,120.396,31,7.702702702702703,3,10,0,0,0.0,200.66,55.10022050772575,48.815000000000005
